Cycle,District,Jurisdiction,Name,Path,Race,Station
2018,AZ 01,Federal,TIFFANY SHEDD FOR CONGRESS R AZ 01,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,,KTVK
2018,AZ 01,Federal,DCCC T OHALLERAN FOR US CONGRESS AZ-1,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,,KTVK
2018,AZ 01,Federal,WENDY ROGERS FOR US CONGRESS AZ 01,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,,KTVK
2018,AZ 01,Federal,TOM OHALLERAN FOR CONGRESS D AZ 01,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,,KTVK
2018,AZ 08,Federal,D LESKO R CONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,,KTVK
2018,AZ 08,Federal,D LESKO NRCC R CONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,,KTVK
2018,AZ 08,Federal,LESKO FOR CONGRESS - AZ REPUBLICAN PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,,KTVK
2018,AZ 08,Federal,HIRAL TIPRNENI DCONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,,KTVK
2018,,Non-Candidate Issue Ads,NRCC - AZ 08,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRCC - AZ 08,,KTVK
2018,,Non-Candidate Issue Ads,WORKING FAMILIES,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMILIES,,KTVK
2018,,Non-Candidate Issue Ads,DEFEND ARIZONA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/DEFEND ARIZONA,,KTVK
2018,,Non-Candidate Issue Ads,TAX MARCH,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KTVK
2018,,Non-Candidate Issue Ads,RED AND GOLD,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KTVK
2018,,Non-Candidate Issue Ads,VOTE VETS ACTION FUND - MAJORITY FORWARD,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/VOTE VETS ACTION FUND - MAJORITY FORWARD,,KTVK
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KTVK
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KTVK
2018,,Non-Candidate Issue Ads,ONE NATION,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KTVK
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,,KTVK
2018,,Non-Candidate Issue Ads,AZ REPUBLICAN PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ REPUBLICAN PARTY,,KTVK
2018,,Non-Candidate Issue Ads,AZ EDUCATION PROJECT,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION PROJECT,,KTVK
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KTVK
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KTVK
2018,,Non-Candidate Issue Ads,DSCC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE,,KTVK
2018,,Non-Candidate Issue Ads,NRSC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC,,KTVK
2018,,Non-Candidate Issue Ads,AFSCME PEOPLE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AFSCME PEOPLE,,KTVK
2018,,Non-Candidate Issue Ads,AZ FOR FREEDOM,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ FOR FREEDOM,,KTVK
2018,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,,KTVK
2018,,Non-Candidate Issue Ads,DCCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/DCCC,,KTVK
2018,,Non-Candidate Issue Ads,NRSC IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,,KTVK
2018,,State,KATE GALLEGO FOR PHOENIX MAYOR,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/KATE GALLEGO FOR PHOENIX MAYOR,,KTVK
2018,,State,AZ DEMS ON BEHALF OF KATIE HOBBS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/AZ DEMS ON BEHALF OF KATIE HOBBS,,KTVK
2018,,State,D DUCEY AZRP,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/D DUCEY AZRP,,KTVK
2018,,State,MARK MANOIL D  AZ STATE TREASURER,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/MARK MANOIL D  AZ STATE TREASURER,,KTVK
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,,KTVK
2018,,State,STEVE GAYNOR FOR AZ SEC OF STATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/STEVE GAYNOR FOR AZ SEC OF STATE,,KTVK
2018,,State,AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,,KTVK
2018,,State,DAVID GARCIA D GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/DAVID GARCIA D GOV AZ,,KTVK
2018,,State,DAVID VALENZUELA FOR PHX MAYOR,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/DAVID VALENZUELA FOR PHX MAYOR,,KTVK
2018,,State,AZ DEM PARTY JANUARY CONTRERAS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/AZ DEM PARTY JANUARY CONTRERAS,,KTVK
2018,,State,MARK BRNOVICH R ATTORNEY GENERAL,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/MARK BRNOVICH R ATTORNEY GENERAL,,KTVK
2018,,State,STEVE FARLEY D GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/STEVE FARLEY D GOV AZ,,KTVK
2018,,State,D DUCEY R GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/D DUCEY R GOV AZ,,KTVK
2018,,State,KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,,KTVK
2018,,Federal,American Civil Liberties Union Inc - ACLU AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Federal/US Senate/American Civil Liberties Union Inc - ACLU AZ,,KTVW-DT
2018,,Federal,Sinema for Arizona - US Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Federal/US Senate/Sinema for Arizona - US Senate,,KTVW-DT
2018,,Non-Candidate Issue Ads,cult Insights- Mi Familia Vota,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/cult Insights- Mi Familia Vota,,KTVW-DT
2018,,Non-Candidate Issue Ads,Tom Steyer- Impeach Trump,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer- Impeach Trump,,KTVW-DT
2018,,Non-Candidate Issue Ads,KTVW Latino Vote,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/KTVW Latino Vote,,KTVW-DT
2018,,Non-Candidate Issue Ads,People for the American Way -KTVW,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/People for the American Way -KTVW,,KTVW-DT
2018,,State,Women Vote,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/Women Vote,,KTVW-DT
2018,,State,KTVW AZ Education Assoc-Teacher Walkout,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW AZ Education Assoc-Teacher Walkout,,KTVW-DT
2018,,State,KTVW  David Garcia for AZ GOV of AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ,,KTVW-DT
2018,,State,KTVW Doug Ducey for GOV of AZ  2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW Doug Ducey for GOV of AZ  2018,,KTVW-DT
2018,,State,KTVW- Sears for AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW- Sears for AZ,,KTVW-DT
2018,,Federal,DSCC - Sinema For Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,,KUTP
2018,,Federal,Sinema For Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KUTP
2018,,Federal,McSally for US Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US Senate/McSally for US Senate,,KUTP
2018,,Federal,DCCC - Tom OHalleran For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress,,KUTP
2018,,Federal,Stanton For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/Stanton For Congress,,KUTP
2018,,Federal,Hiral Tipirneni,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/Hiral Tipirneni,,KUTP
2018,,Federal,Tom OHalleran for Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/Tom OHalleran for Congress,,KUTP
2018,,Federal,NRCC - Lesko For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/NRCC - Lesko For Congress,,KUTP
2018,,Non-Candidate Issue Ads,45 Committee,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KUTP
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KUTP
2018,,Non-Candidate Issue Ads,AFSCME People,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KUTP
2018,,Non-Candidate Issue Ads,Tax March,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KUTP
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KUTP
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,,KUTP
2018,,Non-Candidate Issue Ads,NRSC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,,KUTP
2018,,Non-Candidate Issue Ads,One Nation,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KUTP
2018,,Non-Candidate Issue Ads,Red and Gold,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KUTP
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KUTP
2018,,Non-Candidate Issue Ads,Vote Vets - Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward,,KUTP
2018,,Non-Candidate Issue Ads,Arizona Education Association,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KUTP
2018,,Non-Candidate Issue Ads,Arizonans For Affordable Electricity,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizonans For Affordable Electricity,,KUTP
2018,,Non-Candidate Issue Ads,Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KUTP
2018,,Non-Candidate Issue Ads,DCCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/DCCC,,KUTP
2018,,Non-Candidate Issue Ads,Defend Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KUTP
2018,,Non-Candidate Issue Ads,House Majority PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC,,KUTP
2018,,Non-Candidate Issue Ads,Arizona Republican Party - AZGOP,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party - AZGOP,,KUTP
2018,,Non-Candidate Issue Ads,DSCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/DSCC,,KUTP
2018,,State,Steve Gaynor for AZ SOS,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/Steve Gaynor for AZ SOS,,KUTP
2018,,State,David Garcia for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/David Garcia for Governor,,KUTP
2018,,State,Katie Hobbs For SOS,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/Katie Hobbs For SOS,,KUTP
2018,,State,Doug Ducey For Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/Doug Ducey For Governor,,KUTP
2018,,State,Arizona Republican Prty - D Ducey For Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/Arizona Republican Prty - D Ducey For Governor,,KUTP
2018,,State,AZ Democratic Party - January for AG,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/AZ Democratic Party - January for AG,,KUTP
2018,,State,CHISPA AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/CHISPA AZ PAC,,KUTP
2018,,State,Steve Farley for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/State/Steve Farley for Governor,,KUTP
2018,,Federal,DSCC - Kyrsten Sinema,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema,,KAZT-TV
2018,,Federal,Kyrsten Sinema,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema,,KAZT-TV
2018,,Federal,McSally for Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate,,KAZT-TV
2018,,Federal,Andy Biggs,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs,,KAZT-TV
2018,,Federal,Hiral Tipirneni,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni,,KAZT-TV
2018,,Federal,Tom OHalleran,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran,,KAZT-TV
2018,,Federal,DCCC - Tom OHalleran,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran,,KAZT-TV
2018,,Federal,Greg Stanton,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Federal/US House/Greg Stanton,,KAZT-TV
2018,,Non-Candidate Issue Ads,National Republican Senatorial Committee-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE,,KAZT-TV
2018,,Non-Candidate Issue Ads,DSCC IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE,,KAZT-TV
2018,,Non-Candidate Issue Ads,Chispa AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Chispa AZ PAC,,KAZT-TV
2018,,Non-Candidate Issue Ads,AFSCME People,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KAZT-TV
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax,,KAZT-TV
2018,,Non-Candidate Issue Ads,Tax March,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KAZT-TV
2018,,Non-Candidate Issue Ads,Vote Vets PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC,,KAZT-TV
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,,KAZT-TV
2018,,Non-Candidate Issue Ads,Arizona Education Project,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Project,,KAZT-TV
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,,KAZT-TV
2018,,Non-Candidate Issue Ads,One Nation,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KAZT-TV
2018,,Non-Candidate Issue Ads,Red and Gold,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KAZT-TV
2018,,Non-Candidate Issue Ads,Democratic Congressional Campaign,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Democratic Congressional Campaign,,KAZT-TV
2018,,Non-Candidate Issue Ads,Vote Vets PAC-Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC-Majority Forward,,KAZT-TV
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KAZT-TV
2018,,Non-Candidate Issue Ads,Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KAZT-TV
2018,,Non-Candidate Issue Ads,Defend Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KAZT-TV
2018,,Non-Candidate Issue Ads,Yes For Ed AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Yes For Ed AZ,,KAZT-TV
2018,,Non-Candidate Issue Ads,Clean Energy for a Healthy Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for a Healthy Arizona,,KAZT-TV
2018,,State,Farley for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Farley for Governor,,KAZT-TV
2018,,State,Mark Brnovich,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Mark Brnovich,,KAZT-TV
2018,,State,Arizona Democratice Party January,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Arizona Democratice Party January,,KAZT-TV
2018,,State,Arizona Democratic Party Katie Hobbs,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Arizona Democratic Party Katie Hobbs,,KAZT-TV
2018,,State,Steve Gaynor for SoS,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Steve Gaynor for SoS,,KAZT-TV
2018,,State,Doug Ducey,/home/andrew/Documents/PredictiveModeling/TV/stations/KAZT-TV/Political Files/2018/State/Doug Ducey,,KAZT-TV
2018,,Federal,Sinema-DSCC 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/Sinema-DSCC 2018,,KPNX
2018,,Federal,Sinema 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/Sinema 2018,,KPNX
2018,,Federal,McSally-NRSC 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/McSally-NRSC 2018,,KPNX
2018,,Federal,McSally 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US Senate/McSally 2018,,KPNX
2018,,Federal,Tom OHalleran US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tom OHalleran US House 2018,,KPNX
2018,,Federal,Greg Stanton US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Greg Stanton US House 2018,,KPNX
2018,,Federal,Debbie Lesko AZ Republican Party 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Debbie Lesko AZ Republican Party 2018,,KPNX
2018,,Federal,Debbie Lesko 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Debbie Lesko 2018,,KPNX
2018,,Federal,David Brill US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/David Brill US House 2018,,KPNX
2018,,Federal,Tipirneni 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tipirneni 2018,,KPNX
2018,,Federal,Tiffany Shedd US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tiffany Shedd US House 2018,,KPNX
2018,,Federal,Wendy Rogers 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Wendy Rogers 2018,,KPNX
2018,,Federal,Debbie Lesko NRSC 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Debbie Lesko NRSC 2018,,KPNX
2018,,Federal,Steve Ferrara US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Steve Ferrara US House 2018,,KPNX
2018,,Federal,Ruben Gallego US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Ruben Gallego US House 2018,,KPNX
2018,,Federal,Tom OHalleran-DCCC US House 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Federal/US House/Tom OHalleran-DCCC US House 2018,,KPNX
2018,,Local,Daniel Valenuela for Mayor 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Local/Daniel Valenuela for Mayor 2018,,KPNX
2018,,Local,Kate Gallego for Mayor 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Local/Kate Gallego for Mayor 2018,,KPNX
2018,,Non-Candidate Issue Ads,AFSCME People 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/AFSCME People 2018,,KPNX
2018,,Non-Candidate Issue Ads,Tax March 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018,,KPNX
2018,,Non-Candidate Issue Ads,Arizona for Freedom 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Arizona for Freedom 2018,,KPNX
2018,,Non-Candidate Issue Ads,Defend AZ 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018,,KPNX
2018,,Non-Candidate Issue Ads,DSCC-IE 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018,,KPNX
2018,,Non-Candidate Issue Ads,NRSC-IE 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018,,KPNX
2018,,Non-Candidate Issue Ads,Senate Majority Pac 2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KPNX/Political Files/2018/Non-Candidate Issue Ads/Senate Majority Pac 2018,,KPNX
