Cycle,District,Jurisdiction,Name,Path,Race,Station
2018,,State,KATHY HOFFMAN FOR SUPERINTENDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT,,KPHO-TV
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,,KPHO-TV
2018,,State,MARK BRNOVICH FOR AZ ATTORNEY GENERAL,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL,,KPHO-TV
2018,,State,MARK MANOIL FOR AZ TREASURER D,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D,,KPHO-TV
2018,,State,STEVE FARLEY FOR GOVERNOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR,,KPHO-TV
2018,,State,STEVE GAYNOR FOR AZ SECRETARY STATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE,,KPHO-TV
2018,,Federal,DSCC - Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,,KSAZ-TV
2018,,Federal,McSally for US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate,,KSAZ-TV
2018,,Federal,NRSC - McSally For US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/NRSC - McSally For US Senate,,KSAZ-TV
2018,,Federal,Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KSAZ-TV
2018,,Local,Daniel Valenzuela for Phoenix Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Local/Daniel Valenzuela for Phoenix Mayor,,KSAZ-TV
2018,,Local,Kate Gallego For Phoenix - Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Local/Kate Gallego For Phoenix - Mayor,,KSAZ-TV
2018,,Non-Candidate Issue Ads,45 Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KSAZ-TV
2018,,Non-Candidate Issue Ads,AFSCME People,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Arizona Education Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Arizona Education Project,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Project,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Arizona Republican Party -  AZGOP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party -  AZGOP,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Arizonans For Affordable Electricity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizonans For Affordable Electricity,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax Policy,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax Policy,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Clean Energy For A Hlthy AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy For A Hlthy AZ,,KSAZ-TV
2018,,Non-Candidate Issue Ads,DAGA Peoples Lawyer Project,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DAGA Peoples Lawyer Project,,KSAZ-TV
2018,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DCCC,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Defend Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KSAZ-TV
2018,,Non-Candidate Issue Ads,DSCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC,,KSAZ-TV
2018,,Non-Candidate Issue Ads,House Majority PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KSAZ-TV
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,,KSAZ-TV
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC,,KSAZ-TV
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,,KSAZ-TV
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KSAZ-TV
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KSAZ-TV
2018,,Non-Candidate Issue Ads,RGA - Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/RGA - Republican Governors Association,,KSAZ-TV
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Tom Steyer Issue Campaign,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer Issue Campaign,,KSAZ-TV
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KSAZ-TV
2018,,Non-Candidate Issue Ads,Working Families Party IE Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE Committee,,KSAZ-TV
2018,,State,AZ Dem Party auth January for AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Dem Party auth January for AG,,KSAZ-TV
2018,,State,AZ Democratic Prty Behalf of K Hobbs,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Democratic Prty Behalf of K Hobbs,,KSAZ-TV
2018,,State,AZ Republican party - Mark Brnovich for Attorney General,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Republican party - Mark Brnovich for Attorney General,,KSAZ-TV
2018,,State,AZ Republican Prty - D Ducey For Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Republican Prty - D Ducey For Governor,,KSAZ-TV
2018,,State,CHISPA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/CHISPA AZ PAC,,KSAZ-TV
2018,,State,David Garcia for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/David Garcia for Governor,,KSAZ-TV
2018,,State,Doug Ducey for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Doug Ducey for Governor,,KSAZ-TV
2018,,State,Kate Gallego for Phoenix Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor,,KSAZ-TV
2018,,State,Kathy Hoffman for Superintendent of Public Education,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kathy Hoffman for Superintendent of Public Education,,KSAZ-TV
2018,,State,Katie Hobbs for Secretary of State,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State,,KSAZ-TV
2018,,State,Mark Brnovich for Attorney General,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Mark Brnovich for Attorney General,,KSAZ-TV
2018,,State,Steve Farley for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor,,KSAZ-TV
2018,,State,Steve Gaynor for AZ SOS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS,,KSAZ-TV
2018,,Federal,SINEMA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA,,KTAZ
2018,,Non-Candidate Issue Ads,ACLU,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/ACLU,,KTAZ
2018,,Non-Candidate Issue Ads,AZ EDUCATION ASSOCIATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION ASSOCIATION,,KTAZ
2018,,Non-Candidate Issue Ads,INVEST IN EDUCATION COMMITTEE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE,,KTAZ
2018,,Non-Candidate Issue Ads,LATINO VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE,,KTAZ
2018,,Non-Candidate Issue Ads,PFAW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW,,KTAZ
2018,,Non-Candidate Issue Ads,WOMEN VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE,,KTAZ
2018,,State,DAVID GARCIA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DAVID GARCIA,,KTAZ
2018,,State,DOUG DUCEY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DOUG DUCEY,,KTAZ
2018,,Federal,DSCC SINEMA FOR ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/DSCC SINEMA FOR ARIZONA,,KTVK
2018,,Federal,MCSALLY FOR US SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/MCSALLY FOR US SENATE,,KTVK
2018,,Federal,NRSC MCSALLY FOR US SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/NRSC MCSALLY FOR US SENATE,,KTVK
2018,,Federal,SINEMA FOR ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/SINEMA FOR ARIZONA,,KTVK
2018,AZ 01,Federal,DCCC T OHALLERAN FOR US CONGRESS AZ-1,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/DCCC T OHALLERAN FOR US CONGRESS AZ-1,,KTVK
2018,AZ 01,Federal,TIFFANY SHEDD FOR CONGRESS R AZ 01,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01,,KTVK
2018,AZ 01,Federal,TOM OHALLERAN FOR CONGRESS D AZ 01,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01,,KTVK
2018,AZ 01,Federal,WENDY ROGERS FOR US CONGRESS AZ 01,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01,,KTVK
2018,AZ 07,Federal,RUBEN GALLEGO US CONGRESS AZ-07,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 07/RUBEN GALLEGO US CONGRESS AZ-07,,KTVK
2018,AZ 08,Federal,D LESKO NRCC R CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO NRCC R CONGRESS,,KTVK
2018,AZ 08,Federal,D LESKO R CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS,,KTVK
2018,AZ 08,Federal,HIRAL TIPRNENI DCONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/HIRAL TIPRNENI DCONGRESS,,KTVK
2018,AZ 08,Federal,LESKO FOR CONGRESS - AZ REPUBLICAN PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/LESKO FOR CONGRESS - AZ REPUBLICAN PARTY,,KTVK
2018,AZ 09,Federal,GREG STANTON D CONGRESS AZ 09,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 09/GREG STANTON D CONGRESS AZ 09,,KTVK
2018,AZ 09,Federal,STEVE FERRARA FOR CONGRESS AZ 09,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 09/STEVE FERRARA FOR CONGRESS AZ 09,,KTVK
2018,,Non-Candidate Issue Ads,AFSCME PEOPLE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AFSCME PEOPLE,,KTVK
2018,,Non-Candidate Issue Ads,AZ EDUCATION PROJECT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION PROJECT,,KTVK
2018,,Non-Candidate Issue Ads,AZ FOR FREEDOM,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ FOR FREEDOM,,KTVK
2018,,Non-Candidate Issue Ads,AZ REPUBLICAN PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ REPUBLICAN PARTY,,KTVK
2018,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/DCCC,,KTVK
2018,,Non-Candidate Issue Ads,DEFEND ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/DEFEND ARIZONA,,KTVK
2018,,Non-Candidate Issue Ads,DSCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE,,KTVK
2018,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,,KTVK
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KTVK
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KTVK
2018,,Non-Candidate Issue Ads,NRCC - AZ 08,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRCC - AZ 08,,KTVK
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC,,KTVK
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,,KTVK
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KTVK
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KTVK
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KTVK
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,,KTVK
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KTVK
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KTVK
2018,,Non-Candidate Issue Ads,VOTE VETS ACTION FUND - MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/VOTE VETS ACTION FUND - MAJORITY FORWARD,,KTVK
2018,,Non-Candidate Issue Ads,WORKING FAMILIES,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMILIES,,KTVK
2018,,State,AZ DEM PARTY JANUARY CONTRERAS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/AZ DEM PARTY JANUARY CONTRERAS,,KTVK
2018,,State,AZ DEMS ON BEHALF OF KATIE HOBBS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/AZ DEMS ON BEHALF OF KATIE HOBBS,,KTVK
2018,,State,AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,,KTVK
2018,,State,D DUCEY AZRP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/D DUCEY AZRP,,KTVK
2018,,State,D DUCEY R GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/D DUCEY R GOV AZ,,KTVK
2018,,State,DAVID GARCIA D GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/DAVID GARCIA D GOV AZ,,KTVK
2018,,State,DAVID VALENZUELA FOR PHX MAYOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/DAVID VALENZUELA FOR PHX MAYOR,,KTVK
2018,,State,KATE GALLEGO FOR PHOENIX MAYOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/KATE GALLEGO FOR PHOENIX MAYOR,,KTVK
2018,,State,KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,,KTVK
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,,KTVK
2018,,State,MARK BRNOVICH R ATTORNEY GENERAL,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/MARK BRNOVICH R ATTORNEY GENERAL,,KTVK
2018,,State,MARK MANOIL D  AZ STATE TREASURER,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/MARK MANOIL D  AZ STATE TREASURER,,KTVK
2018,,State,STEVE FARLEY D GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/STEVE FARLEY D GOV AZ,,KTVK
2018,,State,STEVE GAYNOR FOR AZ SEC OF STATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/State/STEVE GAYNOR FOR AZ SEC OF STATE,,KTVK
2018,,Federal,American Civil Liberties Union Inc - ACLU AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Federal/US Senate/American Civil Liberties Union Inc - ACLU AZ,,KTVW-DT
2018,,Federal,Sinema for Arizona - US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Federal/US Senate/Sinema for Arizona - US Senate,,KTVW-DT
2018,,Non-Candidate Issue Ads,cult Insights- Mi Familia Vota,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/cult Insights- Mi Familia Vota,,KTVW-DT
2018,,Non-Candidate Issue Ads,KTVW Latino Vote,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/KTVW Latino Vote,,KTVW-DT
2018,,Non-Candidate Issue Ads,People for the American Way -KTVW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/People for the American Way -KTVW,,KTVW-DT
2018,,Non-Candidate Issue Ads,Tom Steyer- Impeach Trump,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer- Impeach Trump,,KTVW-DT
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW  David Garcia for AZ GOV of AZ,KTVW-DT
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW AZ Education Assoc-Teacher Walkout,KTVW-DT
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW Doug Ducey for GOV of AZ  2018,KTVW-DT
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,KTVW- Sears for AZ,KTVW-DT
2018,,State,Invoices for David Garcia,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ/Invoices for David Garcia,Women Vote,KTVW-DT
2018,,Federal,DSCC - Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,,KUTP
2018,,Federal,McSally for US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Federal/US Senate/McSally for US Senate,,KUTP
2018,,Federal,Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KUTP
2018,,Non-Candidate Issue Ads,45 Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KUTP
2018,,Non-Candidate Issue Ads,AFSCME People,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KUTP
2018,,Non-Candidate Issue Ads,Arizona Education Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KUTP
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KUTP
2018,,Non-Candidate Issue Ads,Arizona Republican Party - AZGOP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party - AZGOP,,KUTP
2018,,Non-Candidate Issue Ads,Arizonans For Affordable Electricity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizonans For Affordable Electricity,,KUTP
