Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26146871.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC 26146965.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DCCC/DCCC NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098940 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098940.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098948 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26098948.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099014 REV.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099014.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099071 REV.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099071.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099114 REV.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099114.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099120 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ 26099120.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Defend AZ/Defend AZ NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118386 REV.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118386.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118389 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118389.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118391 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC IE 26118391.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC NAB Form-2.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/DSCC/DSCC NAB Forn.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Future 45/Future 45 NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC 25916313.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC 25916314.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC 25916317.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/House Majority/House Majority PAC NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Majority Forward 26148061.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Majority Forward/Majority Forward 26156474.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/National Republican Senatorial Commitee NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/National Republican Senatorial Committee NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094210 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094210.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094216 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094216.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094220 REV.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094220.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094223 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC 26094223.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139337 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139337.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139340 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139340.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139341 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139341.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139344 REV.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139344.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139348 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139348.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139350 REV.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC/NRSC IE 26139350.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation 26032303 June invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation PAC 26032303.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation/One Nation PAC NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC 26017489 June Invoice.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC 26017489 May Invoice.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC 26017489.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority/Patriot Majority PAC NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26119600-1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26119600.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26125268-1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold 26125268.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold/Red and Gold NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894689-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894689.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894702-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894702.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894763-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25894763.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895240-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895240.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895251-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895251.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895277-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association/Republican Governors Association 25895277.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034944-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034944.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034946-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034946.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034948-1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034948.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034952-1.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034952.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034954-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority 26034954.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority/Senate Majority PAC NAB.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March 25983787 April Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March 25983787.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March 25989652 April Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March 25989652.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March 25990785 April Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March 25990785.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March/Tax March NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund/Vote Vets Action Fund 26148820.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund/Vote Vets Action Fund 26149820.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund/Vote Vets Action Fund NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/D DUCEY AZRP/Doug Ducey  AZRP 26143078-1.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/D DUCEY AZRP/Doug Ducey  AZRP 26143078.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/D DUCEY AZRP/Doug Ducey AZRP NAB 26143078.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Gallego for Mayor/Gallego for Mayor 26152573.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Gallego for Mayor/Gallego for Mayor 26152574.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Gallego for Mayor/Gallego for Mayor 26152575.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Gallego for Mayor/Gallego for Mayor 26152576.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Gallego for Mayor/Gallego for Mayor 26152577.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Gallego for Mayor/Gallego for Mayor NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor 26115504-1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor 26115504.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor 26117006-1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor 26117006.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor 26126350-1 Invoice.pdf,Not an order file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor 26126350.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor NAB  26117006.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor NAB 26115504.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Governor/Farley for Governor NAB 26126350.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Katie Hobbs for Secretary of State/Katie Hobbs Secretary of State 26206588.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Katie Hobbs for Secretary of State/Katie Hobbs Secretary of State 26206590.pdf,Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/State/Katie Hobbs for Secretary of State/Katie Hobbs Secretary of State NAB Form.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Terms and Disclosures/2017-2018 NXST KASW Political Disclosure Statement.pdf,Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/KAZT Contract_Andy Biggs AZ_32285.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/KAZT Contract_Andy Biggs AZ_32286.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/KAZT Contract_Andy Biggs AZ_32287.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/NAB Form_Andy Biggs_10122018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/Post Log_Andy Biggs AZ_32285_10252018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/Post Log_Andy Biggs AZ_32286_11012018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/Andy Biggs/Post Log_Andy Biggs AZ_32287_11082018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran/KAZT Contract_DCCC O'Halleran for Congress_31723_09052018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran/KAZT Contract_DCCC O'Halleran for Congress_31724_09052018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran/NAB Form_DCCC O'Halleran for Congress_09052018.pdf,File not OCRd
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran/Post Log_DCCC O'Halleran for Congress_31723_09182018.pdf,File not OCRd
