Committee,Date,Program,Rate,Station,Cycle
DCCC T OHALLERAN AZ-1,2018-09-06,M-F930p-10p,$15000,KASW,2018
DCCC T OHALLERAN AZ-1,2018-09-07,M-F930p-10p,$15000,KASW,2018
DCCC T OHALLERAN AZ-1,2018-09-10,M-F930p-10p,$15000,KASW,2018
OHALLERAN AZ-1,2018-09-27,M-F6p-630p,$35000,KASW,2018
OHALLERAN AZ-1,2018-10-01,M-F6p-630p,$35000,KASW,2018
OHALLERAN AZ-1,2018-09-25,M-F9p-930p,$16000,KASW,2018
OHALLERAN AZ-1,2018-09-26,M-F9p-930p,$16000,KASW,2018
OHALLERAN AZ-1,2018-09-27,M-F9p-930p,$16000,KASW,2018
OHALLERAN AZ-1,2018-09-28,M-F9p-930p,$16000,KASW,2018
OHALLERAN AZ-1,2018-10-01,M-F9p-930p,$16000,KASW,2018
OHALLERAN AZ-1,2018-09-25,M-F930p-10p,$15000,KASW,2018
OHALLERAN AZ-1,2018-09-26,M-F930p-10p,$15000,KASW,2018
OHALLERAN AZ-1,2018-09-27,M-F930p-10p,$15000,KASW,2018
OHALLERAN AZ-1,2018-09-28,M-F930p-10p,$15000,KASW,2018
OHALLERAN AZ-1,2018-10-01,M-F930p-10p,$15000,KASW,2018
AZ 09,2018-10-24,M-F630p-7p,$35000,KASW,2018
AZ 09,2018-10-26,M-F630p-7p,$35000,KASW,2018
AZ 09,2018-10-23,M-F930p-10p,$15000,KASW,2018
AZ 09,2018-10-24,M-F930p-10p,$15000,KASW,2018
AZ 09,2018-10-29,M-F930p-10p,$15000,KASW,2018
AZ 09,2018-10-28,Su1130p-12a,$3500,KASW,2018
AZ 09,2018-10-28,Su11p-1130p,$5000,KASW,2018
AZ 09,2018-10-28,Su1030p-11p,$5000,KASW,2018
AZ 09,2018-10-27,Sa930p-10p,$10000,KASW,2018
AZ 09,2018-10-25,M-F9p-930p,$16000,KASW,2018
TIPRNENI,2018-04-04,6:00PM-6:30PM,$20000,KASW,2018
TIPRNENI,2018-04-05,6:00PM-6:30PM,$20000,KASW,2018
TIPRNENI,2018-04-06,6:00PM-6:30PM,$20000,KASW,2018
TIPRNENI,2018-04-07,6:00PM-6:30PM,$20000,KASW,2018
TIPRNENI,2018-04-08,6:00PM-6:30PM,$20000,KASW,2018
TIPRNENI,2018-04-04,6:30PM-7:00PM,$20000,KASW,2018
TIPRNENI,2018-04-05,6:30PM-7:00PM,$20000,KASW,2018
TIPRNENI,2018-04-06,6:30PM-7:00PM,$20000,KASW,2018
TIPRNENI,2018-04-07,6:30PM-7:00PM,$20000,KASW,2018
TIPRNENI,2018-04-08,6:30PM-7:00PM,$20000,KASW,2018
Kyrsten Sinema,2018-07-19,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-07-17,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-07-20,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-07-23,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-07-10,M-F6p-630p,$22500,KASW,2018
Kyrsten Sinema,2018-07-11,M-F6p-630p,$22500,KASW,2018
Kyrsten Sinema,2018-07-12,M-F6p-630p,$22500,KASW,2018
Kyrsten Sinema,2018-07-13,M-F6p-630p,$22500,KASW,2018
Kyrsten Sinema,2018-07-10,M-F630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-07-11,M-F630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-07-12,M-F630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-07-13,M-F630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-07-16,M-F630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-07-25,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-07-27,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-16,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-17,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-18,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-19,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-22,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-16,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-17,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-18,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-19,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-22,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-20,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-21,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-16,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-17,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-18,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-19,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-22,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-24,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-25,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-26,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-29,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-23,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-24,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-25,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-26,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-29,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-27,Sa630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-10-28,Su630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-10-23,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-24,,$15000,KASW,2018
Kyrsten Sinema,2018-10-25,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-26,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-29,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-23,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-24,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-25,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-26,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-29,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-23,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-24,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-25,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-26,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-29,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-27,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-28,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-23,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-24,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-25,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-26,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-29,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-30,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-31,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-11-01,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-11-02,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-11-05,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-30,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-31,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-11-01,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-11-02,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-11-05,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-11-03,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-11-03,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-11-04,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-11-04,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-30,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-31,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-11-01,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-11-02,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-11-05,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-08-01,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-03,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-07,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-08-08,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-10,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-16,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-21,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-23,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-24,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-27,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-28,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-08-29,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-08-30,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-08-31,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-08-28,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-29,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-30,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-08-31,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-01,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-02,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-02,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-06,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-07,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-06,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-07,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-08,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-08,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-09,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-09,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-09,M-F930p-10p,$12500,KASW,2018
Kyrsten Sinema,2018-09-10,M-F930p-10p,$12500,KASW,2018
Kyrsten Sinema,2018-09-10,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-11,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-12,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-10,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-11,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-12,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-06,M-F930p-10p,$12500,KASW,2018
Kyrsten Sinema,2018-09-07,M-F930p-10p,$12500,KASW,2018
Kyrsten Sinema,2018-09-13,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-14,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-17,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-18,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-19,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-13,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-14,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-17,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-18,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-19,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-15,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-15,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-16,6:00PM-6:30PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-16,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-09-13,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-14,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-17,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-18,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-19,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-20,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-21,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-24,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-25,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-26,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-23,Su6p-630p,$25000,KASW,2018
Kyrsten Sinema,2018-09-23,Su630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-09-20,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-21,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-24,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-25,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-26,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-22,Sa8p-830p,$25000,KASW,2018
Kyrsten Sinema,2018-09-22,Sa830p-9p,$25000,KASW,2018
Kyrsten Sinema,2018-09-22,Sa6p-630p,$25000,KASW,2018
Kyrsten Sinema,2018-09-22,Sa630p-7p,$25000,KASW,2018
Kyrsten Sinema,2018-10-09,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-10,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-11,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-12,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-15,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-10-09,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-10,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-11,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-12,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-15,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-10-13,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-14,6:30PM-7:00PM,$25000,KASW,2018
Kyrsten Sinema,2018-10-09,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-10,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-11,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-12,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-10-15,M-F930p-10p,$15000,KASW,2018
Kyrsten Sinema,2018-09-03,M-F6p-630p,$35000,KASW,2018
Kyrsten Sinema,2018-09-03,M-F630p-7p,$35000,KASW,2018
Kyrsten Sinema,2018-09-01,6:30PM-7:00PM,$25000,KASW,2018
McSally for Senate,2018-07-31,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-01,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-02,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-03,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-04,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-07,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-08,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-09,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-10,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-11,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-14,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-15,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-16,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-17,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-18,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-21,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-22,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-07-31,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-01,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-02,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-03,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-04,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-07,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-08,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-09,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-10,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-11,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-14,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-15,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-16,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-17,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-18,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-21,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-22,M-F6p-630p,$35000,KASW,2018
McSally for Senate,2018-08-03,8:00PM-9:00PM,$30000,KASW,2018
McSally for Senate,2018-08-10,8:00PM-9:00PM,$30000,KASW,2018
McSally for Senate,2018-08-17,8:00PM-9:00PM,$30000,KASW,2018
McSally for Senate,2018-07-31,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-01,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-02,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-03,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-04,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-07,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-08,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-09,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-10,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-11,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-14,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-15,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-16,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-17,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-18,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-21,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-22,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-07-31,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-01,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-02,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-03,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-04,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-07,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-08,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-09,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-10,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-11,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-14,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-15,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-16,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-17,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-18,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-21,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-22,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-26,Su5p-530p,$9000,KASW,2018
McSally for Senate,2018-08-26,Su7p-730p,$7500,KASW,2018
McSally for Senate,2018-08-26,6:30PM-7:00PM,$25000,KASW,2018
McSally for Senate,2018-08-26,6:00PM-6:30PM,$25000,KASW,2018
McSally for Senate,2018-08-21,6:30PM-7:00PM,$35000,KASW,2018
McSally for Senate,2018-08-22,6:30PM-7:00PM,$35000,KASW,2018
McSally for Senate,2018-08-23,6:30PM-7:00PM,$35000,KASW,2018
McSally for Senate,2018-08-24,6:30PM-7:00PM,$35000,KASW,2018
McSally for Senate,2018-08-25,6:30PM-7:00PM,$35000,KASW,2018
McSally for Senate,2018-08-28,M-F630p-7p,$35000,KASW,2018
McSally for Senate,2018-08-25,6:30PM-7:00PM,$25000,KASW,2018
McSally for Senate,2018-08-25,6:00PM-6:30PM,$25000,KASW,2018
McSally for Senate,2018-08-27,MonHour2,$60000,KASW,2018
McSally for Senate,2018-08-28,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-21,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-22,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-23,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-24,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-25,M-F930p-10p,$15000,KASW,2018
McSally for Senate,2018-08-26,Su930p-10p,$8000,KASW,2018
McSally for Senate,2018-08-27,M-F9p-930p,$16000,KASW,2018
McSally for Senate,2018-08-21,M-F11p-1130p,$9000,KASW,2018
McSally for Senate,2018-08-22,M-F11p-1130p,$9000,KASW,2018
McSally for Senate,2018-08-23,M-F11p-1130p,$9000,KASW,2018
McSally for Senate,2018-08-24,M-F11p-1130p,$9000,KASW,2018
McSally for Senate,2018-08-25,M-F11p-1130p,$9000,KASW,2018
McSally for Senate,2018-08-28,M-F11p-1130p,$9000,KASW,2018
Arizonans for Affordable Electricity,2018-10-02,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-03,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-04,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-05,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-08,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-09,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-10,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-11,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-12,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-15,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-16,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-17,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-18,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-19,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-22,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-23,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-24,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-25,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-26,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-29,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-30,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-10-31,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-11-01,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-11-02,M-F630p-7p,$35000,KASW,2018
Arizonans for Affordable Electricity,2018-11-05,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-09,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-10,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-11,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-12,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-15,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-09,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-10,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-12,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-11,8:00PM-9:00PM,$90000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-16,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-17,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-18,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-19,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-22,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-17,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-18,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-22,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-22,7:00PM-8:00PM,"$1,12500",KASW,2018
Clean Energy for a Healthy Arizona,2018-10-23,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-24,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-25,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-26,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-29,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-24,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-25,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-29,M-F630p-7p,$35000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-25,8:00PM-9:00PM,$90000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-30,M-F12p-1p,$11000,KASW,2018
Clean Energy for a Healthy Arizona,2018-10-31,M-F12p-1p,$11000,KASW,2018
