Committee,Date,Program,Rate,Station,Cycle
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-17,M-F5-530am,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-18,M-F5-530am,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-19,M-F5-530am,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-08,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-09,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-10,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-11,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-12,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-15,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-16,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-17,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-18,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-19,M-F530-6amM-F530-6a,$26000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-06,Sat5a-7a,$20000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-13,Sat5a-7a,$20000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-20,Sat5a-7a,$20000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-19,M-F430-5a,$14000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-22,M-F6-630a,$40000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-23,M-F6-630a,$40000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-23,M-F630-7a,$40000,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-01,M-F4-430a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-02,M-F4-430a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-03,M-F4-430a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-04,M-F4-430a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-05,M-F4-430a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-01,M-F430-5a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-02,M-F430-5a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-03,M-F430-5a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-04,M-F430-5a,$7500,KPHO-TV,2018
KATHY HOFFMAN FOR SUPERINTENDENT,2018-10-05,M-F430-5a,$7500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-14,CBSSundayMorning,"$1,60000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-13,SatNews@5pm,$85000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-13,Sat6PMNews,$85000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-13,Sa630PMNews,$85000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-13,SatNews10-1030pm,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-14,Sun10-1030pNews,"$1,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-08,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-09,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-10,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-11,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-12,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-13,Sat11p-12amPersonofInterest,$25000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-13,Sat12-1amElementary,$12500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-14,Sun11p-12amElementary,$18500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,M-F7a-8a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,M-F8a-9a,$65000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-21,CBSSundayMorning,"$1,60000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,M-F430-5pInsideEdition,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-20,SatNews@5pm,$85000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-20,Sat6PMNews,$85000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-20,Sa630PMNews,$85000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-20,SatNews10-1030pm,$60000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-21,Sun10-1030pNews,"$1,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,ColbertTheLateShowwithStephenColbert,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-15,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-16,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-17,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-18,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-19,JamesCordenTheLateLateShowwithJamesCorden,$27500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-20,Sat11p-12amPersonofInterest,$25000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-20,Sat12-1amElementary,$12500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-21,Sun11p-12amElementary,$18500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F8a-9a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F8a-9a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F8a-9a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F8a-9a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F8a-9a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-04,CBSSundayMorning,"$3,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-06,M-F10-11aDrPhil,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-FMiddayNews,$70000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-FMiddayNews,$70000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-FMiddayNews,$70000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-FMiddayNews,$70000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-FMiddayNews,$70000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,M-FMiddayNews,$70000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-03,Sat6PMNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-04,Sun10-1030pNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,JamesCordenTheLateLateShowwithJamesCorden,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,JamesCordenTheLateLateShowwithJamesCorden,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,JamesCordenTheLateLateShowwithJamesCorden,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,JamesCordenTheLateLateShowwithJamesCorden,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,JamesCordenTheLateLateShowwithJamesCorden,$55000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-03,Sat11p-12amPersonofInterest,$25000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-03,Sat12-1amElementary,$22500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-04,Sun11p-12amElementary,$35000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,Mon7p-8pTheNeighborhood/HappyTogether,"$6,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-04,Sun1030-11pmNews,"$3,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-05,M-FLateNews,"$6,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-03,SatNews10-1030pm,"$2,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-03,Sat5a-7a,$10000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-03,CollegeFootballToday,$80000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-22,M-F630PMNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-23,M-F630PMNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-24,M-F630PMNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-25,M-F630PMNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-26,M-F630PMNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-27,SpecialLateNewscastsLateNewscasts,"$2,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-28,Sun10-1030pNews,"$2,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-28,Sun1030-11pmNews,"$1,00000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-22,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-23,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-24,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-25,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-26,ColbertTheLateShowwithStephenColbert,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-27,Sat12-1amElementary,$22500,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-28,Sun11p-12amElementary,$35000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F7a-8a,"$1,20000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F3-4pPeople'sCourt,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-F4-430pHotBench,$40000,KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-29,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-30,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-10-31,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-01,M-FLateNews,"$1,50000",KPHO-TV,2018
KATIE HOBBS SEC OF STATE AZ DEM PARTY,2018-11-02,M-FLateNews,"$1,50000",KPHO-TV,2018
