Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName
2018,,Non-Candidate Issue Ads,DAGA PEOPLES LAWYER PROJECT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DAGA PEOPLES LAWYER PROJECT,Attorney General,KPHO-TV,Democrat, Democratic Attorneys General Association  PEOPLES LAWYER PROJECT,DAGA Peoples Lawyers Project
2018,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KPHO-TV,Democrat,Democratic Congressional Campaign Committee,DCCC
2018,,Non-Candidate Issue Ads,DEFEND ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DEFEND ARIZONA,,KPHO-TV,,DEFEND ARIZONA,Defend AZ
2018,,Non-Candidate Issue Ads,DSCC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE,Senate,KPHO-TV,Democrat,DSCC,DSCC
2018,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,House,KPHO-TV,,HOUSE MAJORITY PAC,House Majority
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KPHO-TV,,MAJORITY FORWARD,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KPHO-TV,,MAJORITY FORWARD VOTE VETS PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD-VOTE VETS ACTION FUND,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD-VOTE VETS ACTION FUND,,KPHO-TV,,MAJORITY FORWARD VOTE VETS ACTION FUND,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KPHO-TV,Republican,NRCC IE,NRCC IE
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KPHO-TV,Republican,NRSC,NRSC
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KPHO-TV,,ONE NATION,One Nation
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KPHO-TV,,PATRIOT MAJORITY USA,Patriot Majority
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KPHO-TV,,RED AND GOLD,Red and Gold
2018,,Non-Candidate Issue Ads,RGA ARIZONA PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RGA ARIZONA PAC,Governor,KPHO-TV,Republican,Republican Governors Association ARIZONA PAC,Republican Governors Association
2018,,Non-Candidate Issue Ads,SENATE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/SENATE MAJORITY PAC,Senate,KPHO-TV,,SENATE MAJORITY PAC,Senate Majority
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KPHO-TV,,TAX MARCH,Tax March
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KPHO-TV,,US CHAMBER OF COMMERCE,US Chamber of Commerce
2018,,Non-Candidate Issue Ads,WORKING FAMLIES PARTY IC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMLIES PARTY IC,,KPHO-TV,,WORKING FAMLIES PARTY IC,Working Families Party IE
2018,,State,AZ DEM ON BEHALF OF KATIE HOBBS AZ SEC OF STATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/AZ DEM ON BEHALF OF KATIE HOBBS AZ SEC OF STATE,Secretary of State,KPHO-TV,Democrat, IC ON  KATIE HOBBS  ,Katie Hobbs for Secretary of State
2018,,State,AZ DEM PARTY JANUARY CONTRERAS FOR AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/AZ DEM PARTY JANUARY CONTRERAS FOR AG,Attorney General,KPHO-TV,Democrat,  JANUARY CONTRERAS  ,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION
2018,,State,AZ REPUBLICAN PARTY FOR MARK BRNOVICH ATT GEN,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/AZ REPUBLICAN PARTY FOR MARK BRNOVICH ATT GEN,,KPHO-TV,Republican,   MARK BRNOVICH ATTORNEY GEN,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,D DUCEY AZRP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/D DUCEY AZRP,,KPHO-TV,Republican,D DUCEY  ,D DUCEY AZRP
2018,,State,D DUCEY R GOV AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/D DUCEY R GOV AZ,Governor,KPHO-TV,Republican,D DUCEY ,D DUCEY AZRP
2018,,State,DANIEL VALENZUELA FOR PHOENIX,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/DANIEL VALENZUELA FOR PHOENIX,,KPHO-TV,,DANIEL VALENZUELA  ,Valenzuela Democrat Mayor
2018,,State,DAVID GARCIA FOR GOVERNOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR,Governor,KPHO-TV,,DAVID GARCIA  ,Garcia for Governor - GENERAL ELECTION
2018,,State,K GALLEGO FOR PHOENIX MAYOR D,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D,Mayor,KPHO-TV,,K GALLEGO    D,Gallego for Mayor
2018,,State,KATHY HOFFMAN FOR SUPERINTENDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT,Superintendent of Public Instruction,KPHO-TV,,KATHY HOFFMAN  ,Hoffman Democrat State Superintendent - GENERAL ELECTION
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,Secretary of State,KPHO-TV,Democrat,KATIE HOBBS   ,Katie Hobbs for Secretary of State
2018,,State,MARK BRNOVICH FOR AZ ATTORNEY GENERAL,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL,Attorney General,KPHO-TV,,MARK BRNOVICH   ,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,MARK MANOIL FOR AZ TREASURER D,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D,State Treasurer,KPHO-TV,,MARK MANOIL    D,Manoil Democrat State Treasurer - GENERAL ELECTION
2018,,State,STEVE FARLEY FOR GOVERNOR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR,Governor,KPHO-TV,,STEVE FARLEY  ,Farley for Governor - PRIMARY ELECTION
2018,,State,STEVE GAYNOR FOR AZ SECRETARY STATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE,,KPHO-TV,,STEVE GAYNOR   ,Gaynor for AZ Secretary of State - GENERAL ELECTION
2018,,Federal,DSCC - Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,Senate,KSAZ-TV,Democrat,   Sinema  ,Kyrsten Sinema
2018,,Federal,McSally for US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate,Senate,KSAZ-TV,,McSally ,McSally for Senate
2018,,Federal,NRSC - McSally For US Senate,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/NRSC - McSally For US Senate,Senate,KSAZ-TV,Republican,   McSally ,McSally for Senate
2018,,Federal,Sinema For Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KSAZ-TV,,Sinema  ,Kyrsten Sinema
2018,,State,Daniel Valenzuela for Phoenix Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Local/Daniel Valenzuela for Phoenix Mayor,Mayor,KSAZ-TV,,Daniel Valenzuela   ,Valenzuela Democrat Mayor
2018,,State,Kate Gallego For Phoenix - Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Local/Kate Gallego For Phoenix - Mayor,Mayor,KSAZ-TV,,Kate Gallego     ,Gallego for Mayor
2018,,Non-Candidate Issue Ads,45 Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KSAZ-TV,,45 Committee,45 Committe PAC
2018,,Non-Candidate Issue Ads,AFSCME People,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KSAZ-TV,,AFSCME People,AFSCME People Pac
2018,,Non-Candidate Issue Ads,Arizona Education Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KSAZ-TV,,Arizona Education Association,Arizona Education Association
2018,,Non-Candidate Issue Ads,Arizona Education Project,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Project,,KSAZ-TV,,Arizona Education Project,ARIZONA EDUCATION PROJECT
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KSAZ-TV,,Arizona For Freedom,Arizona for Freedom
2018,,Non-Candidate Issue Ads,Arizona Republican Party -  AZGOP,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party -  AZGOP,,KSAZ-TV,Republican,Arizona Republican Party    ARIZONAGOP,Arizona Republican Party
2018,,Non-Candidate Issue Ads,Arizonans For Affordable Electricity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizonans For Affordable Electricity,,KSAZ-TV,,Arizonans For Affordable Electricity,Arizonans for Affordable Electricity
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax Policy,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax Policy,,KSAZ-TV,,Citizens for Fair Tax Policy,Citizens for Fair Tax Policy - GENERAL
2018,,Non-Candidate Issue Ads,Clean Energy For A Hlthy AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy For A Hlthy AZ,,KSAZ-TV,,Clean Energy For A Hlthy ARIZONA,Clean Energy for a Healthy Arizona
2018,,Non-Candidate Issue Ads,DAGA Peoples Lawyer Project,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DAGA Peoples Lawyer Project,Attorney General,KSAZ-TV,Democrat, Democratic Attorneys General Association  Peoples Lawyer Project,DAGA Peoples Lawyers Project
2018,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KSAZ-TV,Democrat,Democratic Congressional Campaign Committee,DCCC
2018,,Non-Candidate Issue Ads,Defend Arizona,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KSAZ-TV,,Defend Arizona,Defend AZ
2018,,Non-Candidate Issue Ads,DSCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC,Senate,KSAZ-TV,Democrat,DSCC,DSCC
2018,,Non-Candidate Issue Ads,House Majority PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC,House,KSAZ-TV,,House Majority PAC,House Majority
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KSAZ-TV,,Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KSAZ-TV,,Majority Forward  Vote Vets PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KSAZ-TV,Republican,NRCC IE,NRCC IE
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KSAZ-TV,Republican,NRSC,NRSC
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KSAZ-TV,Republican,NRSC IE,NRSC
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KSAZ-TV,,One Nation,One Nation
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KSAZ-TV,,PATRIOT MAJORITY USA,Patriot Majority
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KSAZ-TV,,Red and Gold,Red and Gold
2018,,Non-Candidate Issue Ads,RGA - Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/RGA - Republican Governors Association,Governor,KSAZ-TV,Republican,Republican Governors Association   Republican Governors Association,Republican Governors Association
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KSAZ-TV,,TAX MARCH,Tax March
2018,,Non-Candidate Issue Ads,Tom Steyer Issue Campaign,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer Issue Campaign,,KSAZ-TV,,Tom Steyer Issue Campaign,Tom Steyer Issue Campaign
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KSAZ-TV,,US Chamber of Commerce,US Chamber of Commerce
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KSAZ-TV,,Vote Vets Action Fund   Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Working Families Party IE Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE Committee,,KSAZ-TV,,Working Families Party Committee,Working Families Party IE
2018,,State,AZ Dem Party auth January for AG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Dem Party auth January for AG,Attorney General,KSAZ-TV,Democrat,   January  ,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION
2018,,State,AZ Democratic Prty Behalf of K Hobbs,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Democratic Prty Behalf of K Hobbs,,KSAZ-TV,Democrat,   K Hobbs,Katie Hobbs for Secretary of State
2018,,State,AZ Republican party - Mark Brnovich for Attorney General,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Republican party - Mark Brnovich for Attorney General,Attorney General,KSAZ-TV,Republican,    Mark Brnovich  ,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,AZ Republican Prty - D Ducey For Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/AZ Republican Prty - D Ducey For Governor,Governor,KSAZ-TV,Republican,   Ducey  ,D DUCEY AZRP
2018,,State,CHISPA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/CHISPA AZ PAC,,KSAZ-TV,,CHISPA  PAC,CHISPA AZ PAC
2018,,State,David Garcia for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/David Garcia for Governor,Governor,KSAZ-TV,,David Garcia  ,Garcia for Governor - GENERAL ELECTION
2018,,State,Doug Ducey for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Doug Ducey for Governor,Governor,KSAZ-TV,,Doug Ducey  ,D DUCEY AZRP
2018,,State,Kate Gallego for Phoenix Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor,Mayor,KSAZ-TV,,Kate Gallego   ,Gallego for Mayor
2018,,State,Kathy Hoffman for Superintendent of Public Education,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Kathy Hoffman for Superintendent of Public Education,Superintendent of Public Instruction,KSAZ-TV,,Kathy Hoffman   ,Hoffman Democrat State Superintendent - GENERAL ELECTION
2018,,State,Katie Hobbs for Secretary of State,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State,Secretary of State,KSAZ-TV,,Katie Hobbs  ,Katie Hobbs for Secretary of State
2018,,State,Mark Brnovich for Attorney General,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Mark Brnovich for Attorney General,Attorney General,KSAZ-TV,,Mark Brnovich  ,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,Steve Farley for Governor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor,Governor,KSAZ-TV,,Steve Farley  ,Farley for Governor - PRIMARY ELECTION
2018,,State,Steve Gaynor for AZ SOS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS,Secretary of State,KSAZ-TV,,Steve Gaynor    ,Gaynor for AZ Secretary of State - GENERAL ELECTION
2018,,Federal,SINEMA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Federal/US Senate/SINEMA,,KTAZ,,SINEMA,Kyrsten Sinema
2018,,Non-Candidate Issue Ads,ACLU,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/ACLU,,KTAZ,,American Civil Liberties Union,ACLU AZ
2018,,Non-Candidate Issue Ads,AZ EDUCATION ASSOCIATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION ASSOCIATION,,KTAZ,,ARIZONA EDUCATION ASSOCIATION,Arizona Education Association
2018,,Non-Candidate Issue Ads,INVEST IN EDUCATION COMMITTEE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE,,KTAZ,,INVEST IN EDUCATION COMMITTEE,INVEST IN EDUCATION COMMITTEE
2018,,Non-Candidate Issue Ads,LATINO VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE,,KTAZ,,LATINO VOTE,LATINO VOTE
2018,,Non-Candidate Issue Ads,PFAW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW,,KTAZ,,People for the American Way,PFAW
2018,,Non-Candidate Issue Ads,WOMEN VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE,,KTAZ,,WOMEN VOTE,WOMEN VOTE
2018,,State,DAVID GARCIA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DAVID GARCIA,,KTAZ,,DAVID GARCIA,Garcia for Governor - GENERAL ELECTION
2018,,State,DOUG DUCEY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/State/DOUG DUCEY,,KTAZ,,DOUG DUCEY,D DUCEY AZRP
2018,,Federal,DSCC SINEMA FOR ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/DSCC SINEMA FOR ARIZONA,Senate,KTVK,Democrat, SINEMA  ,Kyrsten Sinema
2018,,Federal,MCSALLY FOR US SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/MCSALLY FOR US SENATE,Senate,KTVK,,MCSALLY ,McSally for Senate
2018,,Federal,NRSC MCSALLY FOR US SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/NRSC MCSALLY FOR US SENATE,Senate,KTVK,Republican, MCSALLY ,McSally for Senate
2018,,Federal,SINEMA FOR ARIZONA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US Senate/SINEMA FOR ARIZONA,,KTVK,,SINEMA  ,Kyrsten Sinema
2018,AZ 01,Federal,DCCC T OHALLERAN FOR US CONGRESS AZ-1,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/DCCC T OHALLERAN FOR US CONGRESS AZ-1,House,KTVK,Democrat, T OHALLERAN   1,DCCC T OHALLERAN AZ-1
2018,AZ 01,Federal,TIFFANY SHEDD FOR CONGRESS R AZ 01,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TIFFANY SHEDD FOR CONGRESS R AZ 01,House,KTVK,Republican,TIFFANY SHEDD   01,TIFFANY SHEDD FOR US CONGRESS AS-1
2018,AZ 01,Federal,TOM OHALLERAN FOR CONGRESS D AZ 01,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS D AZ 01,House,KTVK,Democrat,TOM OHALLERAN   01,DCCC T OHALLERAN AZ-1
2018,AZ 01,Federal,WENDY ROGERS FOR US CONGRESS AZ 01,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 01/WENDY ROGERS FOR US CONGRESS AZ 01,House,KTVK,,WENDY ROGERS   01,WENDY ROGERS FOR US CONGRESS AZ-1
2018,AZ 07,Federal,RUBEN GALLEGO US CONGRESS AZ-07,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 07/RUBEN GALLEGO US CONGRESS AZ-07,House,KTVK,,RUBEN GALLEGO  07,RUBEN GALLEGO US CONGRESS AZ-07
2018,AZ 08,Federal,D LESKO NRCC R CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO NRCC R CONGRESS,House,KTVK,Republican,D LESKO ,DEBBIE LESKO NRCC
2018,AZ 08,Federal,D LESKO R CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/D LESKO R CONGRESS,House,KTVK,Republican,D LESKO,DEBBIE LESKO NRCC
2018,AZ 08,Federal,HIRAL TIPRNENI DCONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/HIRAL TIPRNENI DCONGRESS,House,KTVK,,HIRAL TIPRNENI D,HIRAL TIPIRNENI DCONGRESS
2018,AZ 08,Federal,LESKO FOR CONGRESS - AZ REPUBLICAN PARTY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 08/LESKO FOR CONGRESS - AZ REPUBLICAN PARTY,House,KTVK,Republican,LESKO      ,DEBBIE LESKO NRCC
2018,AZ 09,Federal,GREG STANTON D CONGRESS AZ 09,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Federal/US House/AZ 09/GREG STANTON D CONGRESS AZ 09,House,KTVK,Democrat,GREG STANTON  09,Greg Stanton for Congress
