Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName
2018,,Federal,Sinema 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Federal/US Senate/Sinema 2018,,KPNX,,Sinema ,Kyrsten Sinema
2018,,Federal,Sinema-DSCC 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Federal/US Senate/Sinema-DSCC 2018,Senate,KPNX,Democrat,Sinema  ,Kyrsten Sinema
2018,,State,Daniel Valenuela for Mayor 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Local/Daniel Valenuela for Mayor 2018,Mayor,KPNX,,Daniel Valenuela   ,Valenzuela Democrat Mayor
2018,,State,Kate Gallego for Mayor 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Local/Kate Gallego for Mayor 2018,Mayor,KPNX,,Kate Gallego   ,Gallego for Mayor
2018,,Non-Candidate Issue Ads,45 Committee 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/45 Committee 2018,,KPNX,,45 Committee ,45 Committe PAC
2018,,Non-Candidate Issue Ads,ACLU 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/ACLU 2018,,KPNX,,American Civil Liberties Union ,ACLU AZ
2018,,Non-Candidate Issue Ads,AFSCME People 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/AFSCME People 2018,,KPNX,,AFSCME People ,AFSCME People Pac
2018,,Non-Candidate Issue Ads,Arizona for Freedom 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Arizona for Freedom 2018,,KPNX,,Arizona for Freedom ,Arizona for Freedom
2018,,Non-Candidate Issue Ads,AZ Education Project 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ Education Project 2018,,KPNX,,ARIZONA Education Project ,ARIZONA EDUCATION PROJECT
2018,,Non-Candidate Issue Ads,AZ For Affordable Electric 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ For Affordable Electric 2018,,KPNX,,ARIZONA For Affordable Electric ,Arizonans for Affordable Electricity
2018,,Non-Candidate Issue Ads,AZ Republican Party 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/AZ Republican Party 2018,,KPNX,Republican,ARIZONA Republican Party ,Arizona Republican Party
2018,,Non-Candidate Issue Ads,Chispa AZ Pac 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Chispa AZ Pac 2018,,KPNX,,Chispa ARIZONA Pac ,Chispa AZ PAC
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax Policy 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax Policy 2018,,KPNX,,Citizens for Fair Tax Policy ,Citizens for Fair Tax Policy - GENERAL
2018,,Non-Candidate Issue Ads,Clean Energy for A Healthy AZ 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Clean Energy for A Healthy AZ 2018,,KPNX,,Clean Energy for A Healthy ARIZONA ,Clean Energy for a Healthy Arizona
2018,,Non-Candidate Issue Ads,DAGA-Democratic Attorneys General Association 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DAGA-Democratic Attorneys General Association 2018,Attorney General,KPNX,Democrat, Democratic Attorneys General Association  Democratic Attorneys General Association ,DAGA Peoples Lawyers Project
2018,,Non-Candidate Issue Ads,DCCC-Democratic Congressional Campaign Committee 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DCCC-Democratic Congressional Campaign Committee 2018,House,KPNX,Democrat,Democratic Congressional Campaign Committee Democratic Congressional Campaign Committee ,DCCC
2018,,Non-Candidate Issue Ads,Defend AZ 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Defend AZ 2018,,KPNX,,Defend ARIZONA ,Defend AZ
2018,,Non-Candidate Issue Ads,DSCC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE 2018,Senate,KPNX,Democrat,DSCC IE ,DSCC
2018,,Non-Candidate Issue Ads,House Majority Pac 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/House Majority Pac 2018,House,KPNX,,House Majority Pac ,House Majority
2018,,Non-Candidate Issue Ads,Majority Forward 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward 2018,,KPNX,,Majority Forward ,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,Majority Forward-Vote Vets 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018,,KPNX,,Majority Forward Vote Vets ,MAJORITY FORWARD-VOTE VETS ACTION FUND
2018,,Non-Candidate Issue Ads,NRCC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018,House,KPNX,Republican,NRCC IE ,NRCC IE
2018,,Non-Candidate Issue Ads,NRSC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018,Senate,KPNX,Republican,NRSC IE ,NRSC
2018,,Non-Candidate Issue Ads,One Nation 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018,,KPNX,,One Nation ,One Nation
2018,,Non-Candidate Issue Ads,Patriot Majority USA 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018,,KPNX,,Patriot Majority USA ,Patriot Majority
2018,,Non-Candidate Issue Ads,Red and Gold 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018,,KPNX,,Red and Gold ,Red and Gold
2018,,Non-Candidate Issue Ads,Save Native American Families 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018,,KPNX,,Save Native American Families ,Save Native American Families - No on Prop 127
2018,,Non-Candidate Issue Ads,Senate Majority Pac 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Senate Majority Pac 2018,Senate,KPNX,,Senate Majority Pac ,Senate Majority
2018,,Non-Candidate Issue Ads,Tax March 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018,,KPNX,,Tax March ,Tax March
2018,,Non-Candidate Issue Ads,US Chamber of Commerce 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018,,KPNX,,US Chamber of Commerce ,US Chamber of Commerce
2018,,Non-Candidate Issue Ads,Working Families Party Ind Expenditure Committee 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018,,KPNX,,Working Families Party Ind Expenditure Committee ,Working Families Party IE
2018,,State,AZDP- January Contreas Attorney General 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/AZDP- January Contreas Attorney General 2018,Attorney General,KPNX,Democrat,    January Contreas  ,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION
2018,,State,David Garcia Governor AZ 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/David Garcia Governor AZ 2018,Governor,KPNX,,David Garcia   ,Garcia for Governor - GENERAL ELECTION
2018,,State,Doug Ducey Governor AZ 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey Governor AZ 2018,Governor,KPNX,,Doug Ducey   ,D DUCEY AZRP
2018,,State,Doug Ducey-AZRP 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Doug Ducey-AZRP 2018,,KPNX,Republican,Doug Ducey   ,D DUCEY AZRP
2018,,State,Katie Hobbs Secretary of State 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Katie Hobbs Secretary of State 2018,Secretary of State,KPNX,,Katie Hobbs  ,Katie Hobbs for Secretary of State
2018,,State,Mark Brnovich Attorney General 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Mark Brnovich Attorney General 2018,Attorney General,KPNX,,Mark Brnovich  ,Arizona Republican Party - Mark Brnovich for AZ
2018,,State,Steve Farley Governor AZ 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Farley Governor AZ 2018,Governor,KPNX,,Steve Farley   ,Farley for Governor - PRIMARY ELECTION
2018,,State,Steve Gaynor Secretary of State 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/State/Steve Gaynor Secretary of State 2018,Secretary of State,KPNX,,Steve Gaynor  ,Gaynor for AZ Secretary of State - GENERAL ELECTION
2016,,Federal,DONALD TRUMP FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Federal/President/DONALD TRUMP FOR PRESIDENT,,KASW,,DONALD TRUMP  PRESIDENT,DONALD TRUMP FOR PRESIDENT
2016,,Federal,HILLARY CLINTON FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Federal/President/HILLARY CLINTON FOR PRESIDENT,,KASW,,HILLARY CLINTON  PRESIDENT,Hillary Clinton
2016,,Federal,KelliPAC 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Federal/US Senate/KelliPAC 2016,,KASW,,KelliPAC ,KelliPAC 2016
2016,,Federal,KIRKPATRICK 2016,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Federal/US Senate/KIRKPATRICK 2016,,KASW,,KIRKPATRICK ,KIRKPATRICK 2016
2016,,Federal,McCain,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Federal/US Senate/McCain,,KASW,,McCain,McCain
2016,,State,Sheriff Joe Arpaio,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Local/Sheriff Joe Arpaio,,KASW,,Sheriff Joe Arpaio,Sheriff Joe Arpaio
2016,,Non-Candidate Issue Ads,AZ Coalition for Reliable Electricity,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/AZ Coalition for Reliable Electricity,,KASW,,ARIZONA Coalition for Reliable Electricity,AZ Coalition for Reliable Electricity
2016,,Non-Candidate Issue Ads,AZ Healthy Working Families,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/AZ Healthy Working Families,,KASW,,ARIZONA Healthy Working Families,AZ Healthy Working Families
2016,,Non-Candidate Issue Ads,Campaign to Regulate Marijuana,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/Campaign to Regulate Marijuana,,KASW,,Campaign to Regulate Marijuana,Campaign to Regulate Marijuana
2016,,Non-Candidate Issue Ads,Center Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/Center Forward,,KASW,,Center Forward,Center Forward
2016,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/DCCC,House,KASW,Democrat,Democratic Congressional Campaign Committee,DCCC
2016,,Non-Candidate Issue Ads,House Majority PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/House Majority PAC,House,KASW,,House Majority PAC,House Majority PAC
2016,,Non-Candidate Issue Ads,NRA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/NRA,,KASW,,NRA,NRA
2016,,Non-Candidate Issue Ads,Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/Republican Governors Association,Governor,KASW,Republican,Republican Governors Association,Republican Governors Association
2016,,Non-Candidate Issue Ads,Stop Hillary PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/Stop Hillary PAC,,KASW,,Stop Hillary PAC,Stop Hillary PAC
2016,,Non-Candidate Issue Ads,Vote Yes 123,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/Non-Candidate Issue Ads/Vote Yes 123,,KASW,,Vote Yes 123,Vote Yes 123
2016,,State,OHalleran,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2016/State/AZ Congress/OHalleran,AZ Congress,KASW,,OHalleran,OHalleran
2016,,Federal,BERNIE SANDERS FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/President/BERNIE SANDERS FOR PRESIDENT,,KPHO-TV,,BERNIE SANDERS  PRESIDENT,BERNIE SANDERS FOR PRESIDENT
2016,,Federal,DONALD TRUMP FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/President/DONALD TRUMP FOR PRESIDENT,,KPHO-TV,,DONALD TRUMP  PRESIDENT,DONALD TRUMP FOR PRESIDENT
2016,,Federal,HENRY HEWES FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/President/HENRY HEWES FOR PRESIDENT,,KPHO-TV,,HENRY HEWES  PRESIDENT,HENRY HEWES FOR PRESIDENT
2016,,Federal,HILLARY CLINTON FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/President/HILLARY CLINTON FOR PRESIDENT,,KPHO-TV,,HILLARY CLINTON  PRESIDENT,Hillary Clinton
2016,,Federal,TED CRUZ FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/President/TED CRUZ FOR PRESIDENT,,KPHO-TV,,TED CRUZ  PRESIDENT,TED CRUZ FOR PRESIDENT
2016,,Federal,KIRKPATRICK FOR SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US Senate/KIRKPATRICK FOR SENATE,Senate,KPHO-TV,,KIRKPATRICK  ,KIRKPATRICK 2016
2016,,Federal,MCCAIN FOR SENATE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US Senate/MCCAIN FOR SENATE,Senate,KPHO-TV,,MCCAIN  ,McCain
2016,,Federal,NRSC - MCCAIN,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US Senate/NRSC - MCCAIN,Senate,KPHO-TV,Republican,   MCCAIN,McCain
2016,AZ 01,Federal,PAUL BABEU FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 01/PAUL BABEU FOR CONGRESS,House,KPHO-TV,,PAUL BABEU  ,PAUL BABEU FOR CONGRESS
2016,AZ 01,Federal,PAUL BABEU FOR CONGRESS - NRCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 01/PAUL BABEU FOR CONGRESS - NRCC,House,KPHO-TV,Republican,PAUL BABEU     ,PAUL BABEU FOR CONGRESS
2016,AZ 01,Federal,TOM OHALLERAN FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 01/TOM OHALLERAN FOR CONGRESS,House,KPHO-TV,,TOM OHALLERAN  ,TOM OHALLERAN FOR CONGRESS
2016,AZ 01,Federal,WENDY ROGERS FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 01/WENDY ROGERS FOR CONGRESS,House,KPHO-TV,,WENDY ROGERS  ,WENDY ROGERS FOR CONGRESS
2016,AZ 05,Federal,DON STAPLEY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 05/DON STAPLEY,,KPHO-TV,,DON STAPLEY,DON STAPLEY
2016,AZ 05,Federal,JONES FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 05/JONES FOR CONGRESS,House,KPHO-TV,,JONES  ,JONES FOR CONGRESS
2016,AZ 09,Federal,SINEMA FOR CONGRESS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Federal/US House/AZ 09/SINEMA FOR CONGRESS,House,KPHO-TV,,SINEMA  ,SINEMA FOR CONGRESS
2016,,State,ARPAIO FOR SHERRIFF,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Local/ARPAIO FOR SHERRIFF,,KPHO-TV,,ARPAIO  SHERRIFF,Sheriff Joe Arpaio
2016,,Non-Candidate Issue Ads,ALLIANCE FOR HEALTHCARE SECURITY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/ALLIANCE FOR HEALTHCARE SECURITY,,KPHO-TV,,ALLIANCE FOR HEALTHCARE SECURITY,ALLIANCE FOR HEALTHCARE SECURITY
2016,,Non-Candidate Issue Ads,ARIZONA FOR RESPONSIBLE DRUG POLICY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/ARIZONA FOR RESPONSIBLE DRUG POLICY,,KPHO-TV,,ARIZONA FOR RESPONSIBLE DRUG POLICY,ARIZONA FOR RESPONSIBLE DRUG POLICY
2016,,Non-Candidate Issue Ads,ARIZONA GRASSROOTS ACTION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/ARIZONA GRASSROOTS ACTION,,KPHO-TV,,ARIZONA GRASSROOTS ACTION,ARIZONA GRASSROOTS ACTION
2016,,Non-Candidate Issue Ads,ARIZONA HEALTHY WORKING FAMILIES,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/ARIZONA HEALTHY WORKING FAMILIES,,KPHO-TV,,ARIZONA HEALTHY WORKING FAMILIES,AZ Healthy Working Families
2016,,Non-Candidate Issue Ads,ARIZONA SAFETY  JUSTICE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/ARIZONA SAFETY  JUSTICE,,KPHO-TV,,ARIZONA SAFETY  JUSTICE,ARIZONA SAFETY  JUSTICE
2016,,Non-Candidate Issue Ads,AZ COALITION FOR RELIABLE ELECTRICITY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/AZ COALITION FOR RELIABLE ELECTRICITY,,KPHO-TV,,ARIZONA COALITION FOR RELIABLE ELECTRICITY,AZ Coalition for Reliable Electricity
2016,,Non-Candidate Issue Ads,AZ for Strong Leadership in Support of Prop 124,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/AZ for Strong Leadership in Support of Prop 124,,KPHO-TV,,ARIZONA for Strong Leadership in Support of Prop 124,AZ for Strong Leadership in Support of Prop 124
2016,,Non-Candidate Issue Ads,Campaign to Regulate Marijuana Like Alcohol,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/Campaign to Regulate Marijuana Like Alcohol,,KPHO-TV,,Campaign to Regulate Marijuana Like Alcohol,Campaign to Regulate Marijuana
2016,,Non-Candidate Issue Ads,CENTER FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/CENTER FORWARD,,KPHO-TV,,CENTER FORWARD,Center Forward
2016,,Non-Candidate Issue Ads,CLUB FOR GROWTH ACTION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/CLUB FOR GROWTH ACTION,,KPHO-TV,,CLUB FOR GROWTH ACTION,CLUB FOR GROWTH ACTION
2016,,Non-Candidate Issue Ads,DCCC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/DCCC,House,KPHO-TV,Democrat,Democratic Congressional Campaign Committee,DCCC
2016,,Non-Candidate Issue Ads,House Majority Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/House Majority Pac,House,KPHO-TV,,House Majority Pac,House Majority PAC
2016,,Non-Candidate Issue Ads,Judicial Crisis Network,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/Judicial Crisis Network,,KPHO-TV,,Judicial Crisis Network,Judicial Crisis Network
2016,,Non-Candidate Issue Ads,KELLIPAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/KELLIPAC,,KPHO-TV,,KELLIPAC,KELLIPAC
2016,,Non-Candidate Issue Ads,MARICOPA STRONG,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/MARICOPA STRONG,,KPHO-TV,,MARICOPA STRONG,MARICOPA STRONG
2016,,Non-Candidate Issue Ads,NEXTGEN CLIMATE ACTION COMMITTEE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/NEXTGEN CLIMATE ACTION COMMITTEE,,KPHO-TV,,NEXTGEN CLIMATE ACTION COMMITTEE,NEXTGEN CLIMATE ACTION COMMITTEE
2016,,Non-Candidate Issue Ads,Open  Honest Coalition,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/Open  Honest Coalition,,KPHO-TV,,Open  Honest Coalition,Open  Honest Coalition
2016,,Non-Candidate Issue Ads,Prop 124,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/Prop 124,,KPHO-TV,,Prop 124,Prop 124
2016,,Non-Candidate Issue Ads,SAVE OUR AZ SOLAR,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/SAVE OUR AZ SOLAR,,KPHO-TV,,SAVE OUR ARIZONA SOLAR,SAVE OUR AZ SOLAR
2016,,Non-Candidate Issue Ads,STOP HILLARY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/STOP HILLARY PAC,,KPHO-TV,,STOP HILLARY PAC,Stop Hillary PAC
2016,,Non-Candidate Issue Ads,Trusted Leadership Pac,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/Trusted Leadership Pac,,KPHO-TV,,Trusted Leadership Pac,Trusted Leadership Pac
2016,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/US Chamber of Commerce,,KPHO-TV,,US Chamber of Commerce,US Chamber of Commerce
2016,,Non-Candidate Issue Ads,Vote Yes AZ Sch Prop 123,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/Non-Candidate Issue Ads/Vote Yes AZ Sch Prop 123,,KPHO-TV,,Vote Yes ARIZONA Sch Prop 123,Vote Yes 123
2016,,State,Bill Montgomery for Maricopa County Attorney,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2016/State/Bill Montgomery for Maricopa County Attorney,,KPHO-TV,,Bill Montgomery  Maricopa County Attorney,Bill Montgomery for Maricopa County Attorney
2016,,Federal,BERNIE SANDERS,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Federal/President/BERNIE SANDERS,,KTAZ,,BERNIE SANDERS,BERNIE SANDERS FOR PRESIDENT
2016,,Federal,HILLARY,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Federal/President/HILLARY,,KTAZ,,HILLARY,Hillary Clinton
2016,,Federal,KIRKPATRICK,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Federal/US Senate/KIRKPATRICK,,KTAZ,,KIRKPATRICK,KIRKPATRICK 2016
2016,,Federal,MCCAIN,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Federal/US Senate/MCCAIN,,KTAZ,,MCCAIN,McCain
2016,,Non-Candidate Issue Ads,PROP 123,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Non-Candidate Issue Ads/PROP 123,,KTAZ,,PROP 123,Prop 124
2016,,Non-Candidate Issue Ads,PROP 205,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Non-Candidate Issue Ads/PROP 205,,KTAZ,,PROP 205,PROP 205
2016,,Non-Candidate Issue Ads,PROP 206,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2016/Non-Candidate Issue Ads/PROP 206,,KTAZ,,PROP 206,PROP 205
2016,,Federal,BERNIE SANDERS FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/President/BERNIE SANDERS FOR PRESIDENT,,KTVK,,BERNIE SANDERS  PRESIDENT,BERNIE SANDERS FOR PRESIDENT
2016,,Federal,DONALD TRUMP FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/President/DONALD TRUMP FOR PRESIDENT,,KTVK,,DONALD TRUMP  PRESIDENT,DONALD TRUMP FOR PRESIDENT
2016,,Federal,HENRY HEWES FOR PRESIDENT,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2016/Federal/President/HENRY HEWES FOR PRESIDENT,,KTVK,,HENRY HEWES  PRESIDENT,HENRY HEWES FOR PRESIDENT
