Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KAZT Contract_Hiral Tipirneni_30140_04092018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KAZT Contract_Hiral Tipirneni_30199_04162018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/KAZT Contract_Hiral Tipirneni_30229_10262018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/NAB Form_Hiral Tiprneni_04032018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Post Log_Hiral Ripirneni_30086_04102018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Post Log_Hiral Ripirneni_30140_10262018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Post Log_Hiral Ripirneni_30199_04252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Post Log_Hiral Ripirneni_30229_04252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_32298_10152018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_31765_09122018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_31766_09122018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_31829_09182018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_31830_09182018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_31881_09202018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_31882_09242018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_32173_10012018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_32174_10012018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_32236_10052018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_32237_10052018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/KAZT Contract_O'Halleran for Congress_32299_10152018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/NAB Form_O'Halleran for Congress_09122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_31765_09202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_31766_09202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_31829_10012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_31830_10012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_31881_10022018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_31882_10022018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_32173_10102018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_32174_10102018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_32236_10232018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_32237_10232018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_32298_11132018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US House/Tom OHalleran/Post Log_O'Halleran for Congress_32299_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema/KAZT Contract_DSCC_Sinema for Arizona_32083_09242018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema/KAZT Contract_DSCC_Sinema for Arizona_32359_10222018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema/NAB Form_DSCC_Sinema for Arizona_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema/Post Log_DSCC_Sinema for Arizona_32083_10042018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/DSCC - Kyrsten Sinema/Post Log_DSCC_Sinema for Arizona_32359_11012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_30741_06152018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_30742_06152018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31190_07122018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31248_07192018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31263_07302018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31264_07302018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31266_07302018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31267_07302018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31307_07272018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31393_08032018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31462_08102018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31753_090720182018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31808_09122018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31836_09182018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_32175_10012018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_32221_10042018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_32271_10102018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_32281_10102018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Sinema for Arizona_32346_10192018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Sinema for Arizona_32348_10192018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Sinema for Arizona_32425_10292018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Krysten Sinema_07242018-4.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_07192018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_07242018-2.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_07242018-3.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_07242018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_09252018-4.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_10232018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_10292018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_11022018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31190_07232018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31248_07312018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31462_08202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31610_09072018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31700_09182018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31753_09202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31808_09202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_31836_10012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Logs_Kyrsten Sinema_32175_10102018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Kyrsten Sinema_31263_10232018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_30741_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/KAZT Contract_Kyrsten Sinema_31530_08162018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/NAB Form_Kyrsten Sinema_06152018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_30742_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_31264_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_31266_11012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_31267_11082018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_31307_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_31393_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_31530_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_32221_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_32271_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_32281_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_32346_11012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_32348_11012018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/Kyrsten Sinema/Post Log_Sinema for Arizona_32425_11082018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32380_10242018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_31333_0731208.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_31334_0731208.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_31589_08222018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_31592_08222018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_31735_09072018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_31737_09182018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32316_10172018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32317_10172018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32353_10222018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32354_10222018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32379_10242018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32381_10242018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/KAZT Contract_McSally for Senate_32382_10252018.pdf,contracts Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/NAB Form_McSally for Senate_07312018_KAZT.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/NAB Form_McSally for Senate_KAZT_10172018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/NAB Form_McSally for Senate_NAZT_10172018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_31333_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_31334_11122018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_31589_09052018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_31592_09052018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_31735_09202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_31737_09202018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_32316_10252018.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KAZT-TV/Political Files/2018/Federal/US Senate/McSally for Senate/Post Log_McSally for Senate_32317_10252018.pdf,No parser written for file.
