Path,Result
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/894882.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/895999.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/897099.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/898260.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/903288.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/907477 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/907477.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/908402 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/908402.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/909420.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/910909.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/911524 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/911524.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/GARCIA FOR GOVERNOR AUGUST INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/GARCIA FOR GOVERNOR NAB 894882.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/GARCIA FOR GOVERNOR NAB 903288.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/GARCIA FOR GOVERNOR NOVEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/GARCIA FOR GOVERNOR OCTOBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR/GARCIA FOR GOVERNOR SEPTEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/902963.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/902971.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903003 1.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903003.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903006 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903006 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903006.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903008 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/903008.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/K GALLEGO FOR PHOENIX MAYOR DEM NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/K GALLEGO FOR PHOENIX MAYOR DEM OCTOBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D/K GALLEGO FOR PHOENIX MAYOR NOVEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT/902917 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT/902917 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT/902917.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT/KATHY HOFFMAN FOR SUPERINTENDENT NAB 1.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT/KATHY HOFFMAN FOR SUPERINTENDENT NAB 2.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT/KATHY HOFFMAN FOR SUPERINTENDENT OCTOBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908425 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908425.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908428 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908428.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908523 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908523 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908523 3.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/908523.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/909967.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/909968 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/909968.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/910475 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/910475.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/911426.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/911523.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/912306.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/KATIE HOBBS SEC OF STATE AZ DEM PARTY NAB FORM.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/KATIE HOBBS SEC OF STATE AZ DEM PARTY NOVEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY/KATIE HOBBS SEC OF STATE AZ DEM PARTY OCTOBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/901366 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/901366.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/901374 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/901374 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/901374.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/MARK BRNOVICH FOR AZ ATTORNEY GENERAL FORM.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL/MARK BRNOVICH FOR AZ ATTORNEY GENERAL SEPTEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/897235.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/909422 1.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/909422.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/MARK MANOIL FOR AZ TREAS AUGUST INVOICE.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/MARK MANOIL FOR AZ TREAS NAB 897235.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/MARK MANOIL FOR AZ TRES NOVEMBER INVOICES.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D/MARK MANOIL FOR AZ TRES OCTOBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/894543 Rev 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/894543.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/894927 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/894927.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/896978 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/896978.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/STEVE FARLEY FOR GOVERNOR AUGUST INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/STEVE FARLEY FOR GOVERNOR JULY INVOICES.pdf,invoices Scraping Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/STEVE FARLEY FOR GOVERNOR NAB 894543.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/STEVE FARLEY FOR GOVERNOR NAB 894927.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR/STEVE FARLEY FOR GOVERNOR NAB 896978.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/888381 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/888381.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/892434.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/893728.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/895992 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/895992.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/905637 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/905637.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906364 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906364.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906418 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906418.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906477 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906477.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906488 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906488 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906488 3.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906488.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906515 1.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906515 2.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906515 3.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/906515.pdf,ordersScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/908772.pdf,orders Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE AUGUST INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE JULY INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE NAB 905637.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE NOVEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE OCTOBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE/STEVE GAYNOR FOR AZ SECRETARY OF STATE SEPTEMBER INVOICES.pdf,invoicesScraping or Timeout Error
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress/DCCC Tom OHalleran - NAB.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress/KSAZ - DCCC Tom OHalleran 803967.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress/KSAZ - DCCC Tom OHalleran 804005.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ - Stanton For Congress 815107.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress --  820829.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 804756.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 805662.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 809119.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 816843.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 818408.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9/KSAZ -- Stanton For Congress -- 819637.pdf,contracts Success
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Hiral Tipirneni -- cover sheet.pdf,No parser written for file.
/media/andrew/F08C9B848C9B444E/analysis/tv/buys/PHOENIX (PRESCOTT)/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni/Hiral Tipirneni -- NAB.pdf,No parser written for file.
